Name,Nickname,Victories,Defeats,Draws,Height_cm,Weight_kg,Reach_cm,stance_x,Date of Birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,Name,name_y,wins_y,losses_y,height,weight,reach,stance_y,Age,Sig_Strikes_Minute,Sig_Strikes Accuracy,Sig_Strikes_Absorved_Min,Sig_Strikes_Defence,Av_TD_Landed_per_15_Min,Takedown_Accuracy,Takedown_Defence,Av_Subm_Attemt_per_15_Min
Arnold Allen,Almighty,19,2,0,172.72,65.77,177.8,Southpaw,1994-01-22,3.34,40.0,2.86,61.0,1.12,50.0,76.0,0.3,arnold allen,Arnold Allen,19.0,3.0,172.72,65.77,177.8,Southpaw,30.0,3.39,0.4,2.91,0.61,1.02,0.5,0.75,0.4
Chad Mendes,Money,18,5,0,167.64,65.77,167.64,Orthodox,1985-05-01,2.78,49.0,2.35,67.0,4.13,55.0,100.0,0.3,chad mendes,Chad Mendes,18.0,5.0,167.64,65.77,167.64,Orthodox,38.0,2.78,0.49,2.35,0.67,4.13,0.55,1.0,0.3
Cody Gibson,The Renegade,20,9,0,177.8,61.23,180.34,Orthodox,1987-09-11,4.75,45.0,4.73,55.0,1.35,35.0,64.0,0.3,cody gibson,Cody Gibson,20.0,10.0,177.8,61.23,180.34,Orthodox,36.0,4.0,0.43,4.08,0.57,1.28,0.28,0.68,0.2
Max Holloway,Blessed,25,7,0,180.34,65.77,175.26,Orthodox,1991-12-04,7.17,47.0,4.75,59.0,0.27,53.0,84.0,0.3,max holloway,Max Holloway,25.0,7.0,180.34,65.77,175.26,Orthodox,32.0,7.17,0.47,4.75,0.59,0.27,0.53,0.84,0.3
Jorge Masvidal,Gamebred,35,17,0,180.34,77.11,187.96,Orthodox,1984-11-12,4.05,47.0,3.05,64.0,1.38,59.0,72.0,0.3,jorge masvidal,Jorge Masvidal,35.0,17.0,180.34,77.11,187.96,Orthodox,39.0,4.05,0.47,3.05,0.64,1.38,0.59,0.72,0.3
Alex Morono,The Great White,23,9,0,180.34,77.11,182.88,Orthodox,1990-08-16,5.02,41.0,4.17,58.0,0.34,22.0,50.0,0.3,alex morono,Alex Morono,23.0,9.0,180.34,77.11,182.88,Orthodox,33.0,5.02,0.41,4.17,0.58,0.34,0.22,0.5,0.3
Alan Patrick,Nuguette,15,4,0,180.34,70.31,187.96,Southpaw,1983-07-19,1.82,40.0,2.95,43.0,3.01,33.0,43.0,0.3,alan patrick,Alan Patrick,15.0,4.0,180.34,70.31,187.96,Southpaw,40.0,1.82,0.4,2.95,0.43,3.01,0.33,0.43,0.3
Jim Alers,The Beast,13,3,0,175.26,65.77,180.34,Orthodox,1986-10-14,2.9,40.0,4.38,56.0,2.26,41.0,80.0,0.3,jim alers,Jim Alers,13.0,3.0,175.26,65.77,180.34,Orthodox,37.0,2.9,0.4,4.38,0.56,2.26,0.41,0.8,0.3
Matt Bessette,The Mangler,22,9,0,177.8,65.77,177.8,Orthodox,1984-12-28,4.36,41.0,4.45,58.0,0.64,28.0,61.0,0.3,matt bessette,Matt Bessette,22.0,9.0,177.8,65.77,177.8,Orthodox,39.0,4.36,0.41,4.45,0.58,0.64,0.28,0.61,0.3
Alan Jouban,Brahma,17,7,0,182.88,77.11,185.42,Southpaw,1981-11-25,5.67,50.0,3.77,60.0,0.51,44.0,58.0,0.3,alan jouban,Alan Jouban,17.0,7.0,182.88,77.11,185.42,Southpaw,42.0,5.67,0.5,3.77,0.6,0.51,0.44,0.58,0.3
Chance Rencountre,Black Eagle,14,4,0,187.96,77.11,190.5,Southpaw,1986-12-31,1.1,20.0,3.62,49.0,1.35,26.0,16.0,0.3,chance rencountre,Chance Rencountre,14.0,4.0,187.96,77.11,190.5,Southpaw,37.0,1.1,0.2,3.62,0.49,1.35,0.26,0.16,0.3
Kai Kamaka,The Fighting Hawaiian,8,4,1,170.18,65.77,175.26,Orthodox,1995-01-05,4.96,57.0,5.29,55.0,1.93,58.0,52.0,0.3,kai kamaka,Kai Kamaka,8.0,4.0,170.18,65.77,175.26,Orthodox,29.0,4.96,0.57,5.29,0.55,1.93,0.58,0.52,0.3
Sijara Eubanks,SarJ,8,7,0,162.56,56.7,170.18,Orthodox,1985-04-27,4.3,43.0,3.43,57.0,1.9,44.0,66.0,0.3,sijara eubanks,Sijara Eubanks,8.0,7.0,162.56,56.7,170.18,Orthodox,38.0,4.3,0.43,3.43,0.57,1.9,0.44,0.66,0.3
Glaico Franca Moreira,Nego,15,5,0,182.88,70.31,195.58,Orthodox,1991-02-28,2.35,42.0,3.46,47.0,2.68,42.0,76.0,0.3,glaico franca moreira,Glaico Franca Moreira,15.0,5.0,182.88,70.31,195.58,Orthodox,33.0,2.35,0.42,3.46,0.47,2.68,0.42,0.76,0.3
Devonte Smith,King Kage,11,4,0,175.26,70.31,193.04,Orthodox,1993-07-30,4.55,53.0,3.91,49.0,0.35,25.0,85.0,0.3,devonte smith,Devonte Smith,11.0,4.0,175.26,70.31,193.04,Orthodox,30.0,4.55,0.53,3.91,0.49,0.35,0.25,0.85,0.3
Luan Chagas,Tarzan,15,3,1,182.88,77.11,190.5,Orthodox,1993-06-17,4.16,47.0,3.19,62.0,0.32,12.0,85.0,0.3,luan chagas,Luan Chagas,15.0,3.0,182.88,77.11,190.5,Orthodox,30.0,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3
Jesse Lennox,The Ox,14,4,0,175.26,77.11,182.88,Orthodox,1982-03-10,2.69,32.0,3.2,64.0,1.22,66.0,63.0,0.3,jesse lennox,Jesse Lennox,14.0,4.0,175.26,77.11,182.88,Orthodox,42.0,2.69,0.32,3.2,0.64,1.22,0.66,0.63,0.3
Ode Osbourne,The Jamaican Sensation,12,6,0,170.18,56.7,185.42,Southpaw,1992-01-09,3.74,39.0,4.41,45.0,1.37,27.0,68.0,0.3,ode osbourne,Ode Osbourne,12.0,7.0,170.18,56.7,185.42,Southpaw,32.0,3.46,0.38,4.44,0.44,1.27,0.27,0.64,0.2
Zach Makovsky,Fun Size,20,8,0,162.56,56.7,162.56,Southpaw,1983-04-19,1.94,43.0,2.24,62.0,3.71,30.0,56.0,0.3,zach makovsky,Zach Makovsky,20.0,8.0,162.56,56.7,162.56,Southpaw,40.0,1.94,0.43,2.24,0.62,3.71,0.3,0.56,0.3
Brian Stann,All American,12,6,0,185.42,92.99,187.96,Orthodox,1980-09-24,3.28,42.0,2.65,59.0,0.12,12.0,60.0,0.3,brian stann,Brian Stann,12.0,6.0,185.42,92.99,187.96,Orthodox,43.0,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3
Johny Hendricks,Bigg Rigg,18,8,0,175.26,83.91,175.26,Southpaw,1983-09-12,3.49,45.0,3.99,53.0,3.83,46.0,63.0,0.3,johny hendricks,Johny Hendricks,18.0,8.0,175.26,83.91,175.26,Southpaw,40.0,3.49,0.45,3.99,0.53,3.83,0.46,0.63,0.3
Thiago Alves,Pitbull,23,15,0,175.26,77.11,177.8,Orthodox,1983-10-03,3.73,41.0,3.42,62.0,0.71,60.0,63.0,0.3,thiago alves,Thiago Alves,23.0,15.0,175.26,77.11,177.8,Orthodox,40.0,3.73,0.41,3.42,0.62,0.71,0.6,0.63,0.3
Gabe Green,Gifted,11,5,0,177.8,77.11,185.42,Switch,1993-05-02,6.28,45.0,6.95,47.0,0.83,50.0,53.0,0.3,gabe green,Gabe Green,11.0,5.0,177.8,70.31,185.42,Switch,30.0,6.28,0.45,6.95,0.47,0.83,0.5,0.53,0.3
Keita Nakamura,K-Taro,34,10,2,180.34,77.11,185.42,Southpaw,1984-05-22,2.23,36.0,3.2,58.0,1.65,48.0,63.0,0.3,keita nakamura,Keita Nakamura,34.0,10.0,180.34,77.11,185.42,Southpaw,39.0,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3
Joselyne Edwards,La Pantera,13,5,0,172.72,61.23,177.8,Orthodox,1995-09-29,4.71,52.0,3.36,50.0,1.0,33.0,64.0,0.3,joselyne edwards,Joselyne Edwards,13.0,5.0,172.72,61.23,177.8,Orthodox,28.0,4.71,0.52,3.36,0.5,1.0,0.33,0.64,0.3
Daniel Zellhuber,Golden Boy,14,1,0,185.42,70.31,195.58,Switch,1999-07-07,5.26,39.0,4.79,53.0,0.28,33.0,94.0,0.3,daniel zellhuber,Daniel Zellhuber,15.0,1.0,185.42,70.31,195.58,Switch,24.0,5.86,0.41,5.06,0.56,0.22,0.33,0.94,0.2
Heather Clark,Hurricane,7,6,0,167.64,52.16,162.56,Orthodox,1980-09-19,3.69,49.0,5.62,50.0,0.33,4.0,80.0,0.3,heather clark,Heather Clark,7.0,6.0,167.64,52.16,162.56,Orthodox,43.0,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3
Tiago dos Santos e Silva,Trator,20,7,2,175.26,65.77,177.8,Orthodox,1987-04-12,3.69,35.0,4.23,59.0,0.63,11.0,33.0,0.3,tiago dos santos e silva,Tiago dos Santos e Silva,20.0,7.0,175.26,65.77,177.8,Orthodox,36.0,3.69,0.35,4.23,0.59,0.63,0.11,0.33,0.3
Rinat Fakhretdinov,Gladiator,21,1,1,182.88,77.11,187.96,Orthodox,1991-09-28,4.05,56.0,2.16,52.0,4.25,46.0,100.0,0.3,rinat fakhretdinov,Rinat Fakhretdinov,21.0,1.0,182.88,77.11,187.96,Orthodox,32.0,4.05,0.56,2.16,0.52,4.25,0.46,1.0,0.3
Frankie Edgar,The Answer,23,11,1,167.64,61.23,172.72,Orthodox,1981-10-16,3.77,40.0,2.82,65.0,2.29,31.0,65.0,0.3,frankie edgar,Frankie Edgar,23.0,11.0,167.64,61.23,172.72,Orthodox,42.0,3.77,0.4,2.82,0.65,2.29,0.31,0.65,0.3
Martin Buday,Badys,13,1,0,193.04,120.2,195.58,Orthodox,1991-11-11,5.62,52.0,5.4,55.0,0.3,50.0,100.0,0.3,martin buday,Martin Buday,13.0,2.0,193.04,120.2,195.58,Orthodox,32.0,5.17,0.52,5.7,0.54,0.26,0.25,1.0,0.3
Hannah Cifers,Shockwave,10,7,0,154.94,52.16,157.48,Orthodox,1992-06-26,4.99,44.0,5.39,52.0,0.26,100.0,64.0,0.3,hannah cifers,Hannah Cifers,10.0,7.0,154.94,52.16,157.48,Orthodox,31.0,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3
Carlos Candelario,The Cannon,8,3,0,172.72,56.7,172.72,Southpaw,1991-06-04,3.97,46.0,5.17,44.0,2.28,36.0,53.0,0.3,carlos candelario,Carlos Candelario,8.0,3.0,172.72,56.7,172.72,Southpaw,32.0,3.97,0.46,5.17,0.44,2.28,0.36,0.53,0.3
Max Griffin,Pain,19,10,0,180.34,77.11,193.04,Orthodox,1985-11-29,4.09,49.0,3.94,57.0,1.48,41.0,69.0,0.3,max griffin,Max Griffin,20.0,10.0,180.34,77.11,193.04,Orthodox,38.0,3.92,0.49,3.81,0.57,1.45,0.41,0.68,0.3
Neil Magny,The Haitian Sensation,28,12,0,190.5,77.11,203.2,Orthodox,1987-08-03,3.45,46.0,2.4,53.0,2.22,40.0,55.0,0.3,neil magny,Neil Magny,29.0,12.0,190.5,77.11,203.2,Orthodox,36.0,3.47,0.46,2.42,0.52,2.17,0.4,0.54,0.3
Nazim Sadykhov,Black Wolf,9,1,1,177.8,70.31,175.26,Southpaw,1994-05-16,4.94,48.0,5.72,48.0,1.71,62.0,75.0,0.3,nazim sadykhov,Nazim Sadykhov,9.0,1.0,177.8,70.31,175.26,Southpaw,29.0,4.94,0.48,5.72,0.48,1.71,0.62,0.75,0.3
Dan Ige,50K,17,7,0,170.18,65.77,180.34,Orthodox,1991-08-06,3.76,45.0,3.53,57.0,1.07,26.0,58.0,0.3,dan ige,Dan Ige,18.0,7.0,170.18,65.77,180.34,Orthodox,32.0,3.76,0.45,3.52,0.57,1.06,0.26,0.58,0.3
Alex Da Silva,Leko,21,4,0,172.72,70.31,185.42,Orthodox,1996-02-04,2.14,46.0,2.52,56.0,1.97,43.0,76.0,0.3,alex da silva,Alex Da Silva,21.0,4.0,172.72,70.31,185.42,Orthodox,28.0,2.14,0.46,2.52,0.56,1.97,0.43,0.76,0.3
Andre Fili,Touchy,22,10,0,180.34,65.77,187.96,Orthodox,1990-06-25,3.83,37.0,4.13,51.0,2.22,47.0,69.0,0.3,andre fili,Andre Fili,23.0,11.0,180.34,65.77,187.96,Orthodox,33.0,3.85,0.37,4.11,0.51,2.16,0.47,0.69,0.3
Julia Avila,Raging Panda,9,3,0,170.18,61.23,172.72,Orthodox,1988-05-11,2.59,43.0,2.86,50.0,0.54,33.0,50.0,0.3,julia avila,Julia Avila,9.0,3.0,170.18,61.23,172.72,Orthodox,35.0,2.59,0.43,2.86,0.5,0.54,0.33,0.5,0.3
Enrique Barzola,El Fuerte,17,5,2,170.18,65.77,177.8,Orthodox,1989-04-28,3.91,41.0,2.97,68.0,4.2,45.0,66.0,0.3,enrique barzola,Enrique Barzola,17.0,5.0,170.18,65.77,177.8,Orthodox,34.0,3.91,0.41,2.97,0.68,4.2,0.45,0.66,0.3
Nick Ring,The Promise,14,4,0,182.88,83.91,187.96,Southpaw,1979-02-10,3.52,42.0,3.48,62.0,1.36,36.0,52.0,0.3,nick ring,Nick Ring,14.0,4.0,182.88,83.91,187.96,Southpaw,45.0,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3
Carla Esparza,Cookie Monster,20,7,0,154.94,52.16,160.02,Orthodox,1987-10-10,2.16,40.0,2.69,55.0,3.22,35.0,47.0,0.3,carla esparza,Carla Esparza,20.0,7.0,154.94,52.16,160.02,Orthodox,36.0,2.16,0.4,2.69,0.55,3.22,0.35,0.47,0.3
Joanne Wood,JoJo,16,8,0,167.64,56.7,165.1,Orthodox,1985-12-23,6.93,51.0,4.72,51.0,1.57,54.0,59.0,0.3,joanne wood,Joanne Wood,17.0,8.0,167.64,56.7,165.1,Orthodox,38.0,7.1,0.51,4.89,0.51,1.52,0.55,0.58,0.3
Benito Lopez,Golden Boy,10,2,0,177.8,61.23,185.42,Switch,1994-04-06,4.39,45.0,5.18,56.0,0.0,0.0,73.0,0.3,benito lopez,Benito Lopez,10.0,2.0,177.8,61.23,185.42,Switch,29.0,4.39,0.45,5.18,0.56,0.0,0.0,0.73,0.3
Daniel Teymur,Kid Dynamite,7,4,0,165.1,65.77,175.26,Orthodox,1988-02-03,3.08,46.0,3.93,56.0,0.56,18.0,60.0,0.3,daniel teymur,Daniel Teymur,7.0,4.0,165.1,65.77,175.26,Orthodox,36.0,3.08,0.46,3.93,0.56,0.56,0.18,0.6,0.3
Michael Bisping,The Count,30,9,0,185.42,83.91,190.5,Orthodox,1979-02-28,4.33,38.0,2.71,65.0,1.05,43.0,63.0,0.3,michael bisping,Michael Bisping,30.0,9.0,185.42,83.91,190.5,Orthodox,45.0,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3
Gilbert Melendez,El Nino,22,8,0,175.26,65.77,185.42,Orthodox,1982-04-12,3.44,33.0,2.53,63.0,1.64,41.0,71.0,0.2,gilbert melendez,Gilbert Melendez,22.0,8.0,175.26,65.77,185.42,Orthodox,41.0,3.44,0.33,2.53,0.63,1.64,0.41,0.71,0.2
Mike Davis,Beast Boy,10,2,0,182.88,70.31,182.88,Orthodox,1992-10-07,5.83,52.0,6.2,56.0,3.04,53.0,69.0,0.2,mike davis,Mike Davis,11.0,2.0,182.88,70.31,182.88,Orthodox,31.0,5.35,0.52,5.76,0.55,2.77,0.53,0.64,0.4
Henrique da Silva,Frankenstein,14,5,0,190.5,92.99,193.04,Orthodox,1989-09-01,3.89,60.0,5.28,40.0,0.25,14.0,22.0,0.2,henrique da silva,Henrique da Silva,14.0,5.0,190.5,92.99,193.04,Orthodox,34.0,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2
Vitor Miranda,Lex Luthor,12,5,0,185.42,83.91,195.58,Orthodox,1979-03-10,2.98,45.0,2.95,58.0,0.95,55.0,50.0,0.2,vitor miranda,Vitor Miranda,12.0,5.0,185.42,83.91,195.58,Orthodox,45.0,2.98,0.45,2.95,0.58,0.95,0.55,0.5,0.2
Khalid Taha,The Warrior,13,5,0,165.1,61.23,175.26,Orthodox,1992-02-15,2.64,32.0,4.12,46.0,0.0,0.0,61.0,0.2,khalid taha,Khalid Taha,13.0,5.0,165.1,61.23,175.26,Orthodox,32.0,2.64,0.32,4.12,0.46,0.0,0.0,0.61,0.2
Gina Mazany,Danger,7,6,0,167.64,56.7,172.72,Southpaw,1988-08-19,3.73,50.0,3.52,50.0,4.34,52.0,33.0,0.2,gina mazany,Gina Mazany,7.0,6.0,167.64,56.7,172.72,Southpaw,35.0,3.73,0.5,3.52,0.5,4.34,0.52,0.33,0.2
Omari Akhmedov,Wolverine,21,6,1,182.88,83.91,185.42,Orthodox,1987-10-12,2.97,34.0,2.84,55.0,2.58,45.0,65.0,0.2,omari akhmedov,Omari Akhmedov,21.0,6.0,182.88,83.91,185.42,Orthodox,36.0,2.97,0.34,2.84,0.55,2.58,0.45,0.65,0.2
Mike Perry,Platinum,14,8,0,177.8,77.11,180.34,Orthodox,1991-09-15,4.32,47.0,5.16,52.0,0.81,40.0,78.0,0.2,mike perry,Mike Perry,14.0,8.0,177.8,77.11,180.34,Orthodox,32.0,4.32,0.47,5.16,0.52,0.81,0.4,0.78,0.2
Douglas Silva de Andrade,D Silva,29,5,0,170.18,61.23,172.72,Orthodox,1985-06-22,3.66,38.0,3.99,58.0,0.61,46.0,70.0,0.2,douglas silva de andrade,Douglas Silva de Andrade,29.0,5.0,170.18,61.23,172.72,Orthodox,38.0,3.66,0.38,3.99,0.58,0.61,0.46,0.7,0.2
Paul Felder,The Irish Dragon,17,6,0,180.34,70.31,177.8,Orthodox,1984-04-25,3.7,44.0,3.44,48.0,0.29,28.0,64.0,0.2,paul felder,Paul Felder,17.0,6.0,180.34,70.31,177.8,Orthodox,39.0,3.7,0.44,3.44,0.48,0.29,0.28,0.64,0.2
Trevin Jones,5 Star,13,10,0,170.18,61.23,177.8,Southpaw,1990-08-04,2.13,37.0,4.29,39.0,0.62,15.0,60.0,0.2,trevin jones,Trevin Jones,13.0,10.0,170.18,61.23,177.8,Southpaw,33.0,2.13,0.37,4.29,0.39,0.62,0.15,0.6,0.2
Hyun Gyu Lim,The Ace,13,7,1,190.5,77.11,195.58,Orthodox,1985-01-16,4.45,41.0,5.07,51.0,0.23,100.0,73.0,0.2,hyun gyu lim,Hyun Gyu Lim,13.0,7.0,190.5,77.11,195.58,Orthodox,39.0,4.45,0.41,5.07,0.51,0.23,1.0,0.73,0.2
Nicholas Musoke,Nico,13,5,0,182.88,77.11,190.5,Orthodox,1986-04-05,3.56,35.0,3.8,57.0,1.16,19.0,82.0,0.2,nicholas musoke,Nicholas Musoke,13.0,5.0,182.88,77.11,190.5,Orthodox,37.0,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2
Eric Shelton,Showtime,12,6,0,167.64,56.7,172.72,Orthodox,1991-02-02,2.57,42.0,1.88,63.0,2.83,51.0,46.0,0.2,eric shelton,Eric Shelton,12.0,6.0,167.64,56.7,172.72,Orthodox,33.0,2.57,0.42,1.88,0.63,2.83,0.51,0.46,0.2
Danielle Taylor,Dynamite,9,4,0,152.4,52.16,152.4,Orthodox,1989-10-25,2.75,29.0,3.31,71.0,0.2,20.0,70.0,0.2,danielle taylor,Danielle Taylor,9.0,4.0,152.4,52.16,152.4,Orthodox,34.0,2.75,0.29,3.31,0.71,0.2,0.2,0.7,0.2
Andrei Arlovski,The Pitbull,34,22,0,190.5,108.86,195.58,Orthodox,1979-02-04,3.78,45.0,3.2,57.0,0.39,36.0,76.0,0.2,andrei arlovski,Andrei Arlovski,34.0,23.0,190.5,108.86,195.58,Orthodox,45.0,3.78,0.45,3.2,0.57,0.38,0.36,0.76,0.2
Chris Beal,Real Deal,10,5,0,170.18,56.7,175.26,Orthodox,1985-08-06,3.45,35.0,3.18,61.0,1.6,58.0,78.0,0.2,chris beal,Chris Beal,10.0,5.0,170.18,56.7,175.26,Orthodox,38.0,3.45,0.35,3.18,0.61,1.6,0.58,0.78,0.2
Hannah Goldy,24K,6,4,0,162.56,52.16,154.94,Orthodox,1992-05-18,5.19,47.0,4.67,50.0,0.66,12.0,54.0,0.2,hannah goldy,Hannah Goldy,6.0,4.0,162.56,52.16,154.94,Orthodox,31.0,5.19,0.47,4.67,0.5,0.66,0.12,0.54,0.2
Danny Castillo,Last Call,17,10,0,175.26,70.31,180.34,Orthodox,1979-08-25,2.57,42.0,1.96,62.0,2.95,38.0,63.0,0.2,danny castillo,Danny Castillo,17.0,10.0,175.26,70.31,180.34,Orthodox,44.0,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2
Randa Markos,Quiet Storm,11,12,1,162.56,52.16,160.02,Orthodox,1985-08-10,2.97,43.0,3.1,58.0,1.12,28.0,52.0,0.2,randa markos,Randa Markos,11.0,12.0,162.56,52.16,160.02,Orthodox,38.0,2.97,0.43,3.1,0.58,1.12,0.28,0.52,0.2
Jared Gooden,NiteTrain,23,9,0,182.88,77.11,195.58,Orthodox,1993-12-05,5.08,49.0,6.68,48.0,0.67,100.0,65.0,0.2,jared gooden,Jared Gooden,23.0,9.0,182.88,77.11,195.58,Orthodox,30.0,5.08,0.49,6.68,0.48,0.67,1.0,0.65,0.2
Richard Walsh,Filthy Rich,9,5,0,182.88,77.11,185.42,Orthodox,1988-12-01,3.84,46.0,2.72,58.0,1.55,40.0,66.0,0.2,richard walsh,Richard Walsh,9.0,5.0,182.88,77.11,185.42,Orthodox,35.0,3.84,0.46,2.72,0.58,1.55,0.4,0.66,0.2
Ismail Naurdiev,The Austrian Wonderboy,19,4,0,177.8,77.11,187.96,Orthodox,1996-08-18,3.17,52.0,1.3,68.0,1.25,71.0,70.0,0.2,ismail naurdiev,Ismail Naurdiev,19.0,4.0,177.8,77.11,187.96,Orthodox,27.0,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2
Mark Hunt,Super Samoan,13,14,1,177.8,120.2,182.88,Orthodox,1974-03-23,2.81,43.0,2.9,51.0,0.51,55.0,64.0,0.2,mark hunt,Mark Hunt,13.0,14.0,177.8,120.2,182.88,Orthodox,50.0,2.81,0.43,2.9,0.51,0.51,0.55,0.64,0.2
Charles Johnson,InnerG,13,6,0,175.26,56.7,177.8,Switch,1991-01-10,4.34,55.0,3.27,54.0,0.19,14.0,62.0,0.2,charles johnson,Charles Johnson,14.0,6.0,175.26,56.7,177.8,Switch,33.0,4.45,0.55,3.15,0.59,0.48,0.23,0.63,0.6
Scott Holtzman,Hot Sauce,14,6,0,175.26,70.31,175.26,Orthodox,1983-09-30,4.32,47.0,3.66,55.0,1.88,56.0,67.0,0.2,scott holtzman,Scott Holtzman,14.0,6.0,175.26,70.31,175.26,Orthodox,40.0,4.32,0.47,3.66,0.55,1.88,0.56,0.67,0.2
Felicia Spencer,FeeNom,9,3,0,167.64,65.77,172.72,Orthodox,1990-11-29,3.21,48.0,4.54,45.0,1.18,18.0,27.0,0.2,felicia spencer,Felicia Spencer,9.0,3.0,167.64,65.77,172.72,Orthodox,33.0,3.21,0.48,4.54,0.45,1.18,0.18,0.27,0.2
Giga Chikadze,Ninja,15,3,0,182.88,65.77,187.96,Orthodox,1988-08-25,4.08,43.0,3.44,62.0,0.23,33.0,69.0,0.2,giga chikadze,Giga Chikadze,15.0,3.0,182.88,65.77,187.96,Orthodox,35.0,4.08,0.43,3.44,0.62,0.23,0.33,0.69,0.2
Colby Covington,Chaos,17,3,0,180.34,77.11,182.88,Orthodox,1988-02-22,4.1,39.0,3.05,55.0,4.05,45.0,72.0,0.2,colby covington,Colby Covington,17.0,4.0,180.34,77.11,182.88,Orthodox,36.0,3.88,0.38,2.98,0.55,3.79,0.44,0.67,0.2
Melvin Guillard,The Young Assassin,32,18,2,175.26,70.31,180.34,Orthodox,1983-03-30,2.96,40.0,1.85,66.0,1.3,63.0,61.0,0.2,melvin guillard,Melvin Guillard,32.0,18.0,175.26,70.31,180.34,Orthodox,40.0,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2
Tim Means,The Dirty Bird,33,15,1,187.96,77.11,190.5,Orthodox,1984-02-20,5.1,49.0,3.65,60.0,1.16,42.0,65.0,0.2,tim means,Tim Means,33.0,15.0,187.96,77.11,190.5,Orthodox,40.0,5.1,0.49,3.65,0.6,1.16,0.42,0.65,0.2
Tucker Lutz,Top Gun,12,4,0,172.72,65.77,182.88,Orthodox,1994-07-12,3.74,46.0,3.25,44.0,1.99,44.0,69.0,0.2,tucker lutz,Tucker Lutz,12.0,4.0,172.72,65.77,182.88,Orthodox,29.0,3.74,0.46,3.25,0.44,1.99,0.44,0.69,0.2
Impa Kasanganay,Tshilobo,9,2,0,180.34,77.11,190.5,Orthodox,1994-01-17,4.96,48.0,3.66,58.0,1.75,58.0,66.0,0.2,impa kasanganay,Impa Kasanganay,9.0,2.0,180.34,77.11,190.5,Orthodox,30.0,4.96,0.48,3.66,0.58,1.75,0.58,0.66,0.2
Luke Sanders,Cool Hand,13,5,0,167.64,61.23,170.18,Southpaw,1985-12-12,6.61,52.0,4.37,50.0,0.71,30.0,72.0,0.2,luke sanders,Luke Sanders,13.0,5.0,167.64,61.23,170.18,Southpaw,38.0,6.61,0.52,4.37,0.5,0.71,0.3,0.72,0.2
David Dvorak,Undertaker,20,6,0,165.1,56.7,172.72,Orthodox,1992-06-05,3.48,43.0,3.29,59.0,0.58,30.0,70.0,0.2,david dvorak,David Dvorak,20.0,6.0,165.1,56.7,172.72,Orthodox,31.0,3.48,0.43,3.29,0.59,0.58,0.3,0.7,0.2
Javid Basharat,The Snow Leopard,14,0,0,175.26,61.23,175.26,Orthodox,1995-09-07,5.65,61.0,2.5,63.0,2.09,50.0,85.0,0.2,javid basharat,Javid Basharat,14.0,1.0,175.26,61.23,175.26,Orthodox,28.0,5.42,0.53,2.97,0.62,1.7,0.4,0.85,0.2
Tabatha Ricci,Baby Shark,9,2,0,154.94,52.16,154.94,Orthodox,1995-02-21,4.41,37.0,4.86,59.0,3.39,41.0,71.0,0.2,tabatha ricci,Tabatha Ricci,9.0,2.0,154.94,52.16,154.94,Orthodox,29.0,4.41,0.37,4.86,0.59,3.39,0.41,0.71,0.2
Kajan Johnson,Ragin',23,13,1,180.34,70.31,190.5,Orthodox,1984-04-21,2.47,42.0,1.59,64.0,1.54,37.0,62.0,0.2,kajan johnson,Kajan Johnson,23.0,13.0,180.34,70.31,190.5,Orthodox,39.0,2.47,0.42,1.59,0.64,1.54,0.37,0.62,0.2
Danny Roberts,Hot Chocolate,18,8,0,185.42,77.11,187.96,Southpaw,1987-07-14,3.18,39.0,3.73,50.0,0.24,9.0,57.0,0.2,danny roberts,Danny Roberts,18.0,8.0,185.42,77.11,187.96,Southpaw,36.0,3.18,0.39,3.73,0.5,0.24,0.09,0.57,0.2
Daron Cruickshank,Detroit Superstar,18,10,0,172.72,70.31,182.88,Switch,1985-06-11,2.88,38.0,2.98,57.0,2.04,41.0,60.0,0.2,daron cruickshank,Daron Cruickshank,18.0,10.0,172.72,70.31,182.88,Switch,38.0,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2
Ange Loosa,The Last Ninja,10,3,0,177.8,77.11,187.96,Orthodox,1993-03-18,6.32,46.0,6.88,51.0,2.25,45.0,100.0,0.2,ange loosa,Ange Loosa,10.0,3.0,177.8,77.11,187.96,Orthodox,31.0,6.09,0.46,6.67,0.52,2.05,0.42,0.9,0.2
